Entity ID,Parent id,Path,Name,Altername 1,Altername 2,Altername 3,Link To,Fitler Url Key,H1 title,Description Title,Top Description,Description,Margin,Meta Title,Meta keywords,Meta Description
177,5,1/4/5/177,Blouses ,Ladies Tops,Ladies Blouses,Blouses,https://paylesspromotions.com.au/clothing/shirts/dress-shirts,,Ladies listen up! load-up on our custom embroidered blouses ,,"We have a wide range of business blouses that are suitable for any lady. Brighten up your employees’ day by ordering a corporate blouses that show off your company’s logo. Let the ladies dress in style whatever job they’re doing. Keep everyone happy with our high quality product that is available at an affordable price. A range of colours, fabrics and styles means you will be able to make even the fussiest employee feel good in their new custom embroidered blouse. ",,50.6,Cheap Custom Embroidered Business Blouses Australia,"Work,Corporate,Business,Uniform,Logo,Branded,Work,Corporate","Impress your team with Australia's best Corporate Blouses branded with your corporate or team logo. Save money every time on our huge Blouse range with our Australia's Lowest Price Guarantee. Click through to find custom branded Blouses perfect for your organisation, sports club, university or school."
178,25,1/4/5/25/178,Workwear Shirts,Workwear Shirts,Workwear Shirts,Workwear Shirts,https://paylesspromotions.com.au/workwear/work-shirts,,,,,,,Cheap Uniform Custom Workwear Shirts | Prices Online,"Uniform, Custom, Embroidered, Printed, Logo, Branded, Personalised, Customised
","Shop For Australia's Best Prices On Uniform Workwear Shirts - Fast Delivery & Prices Online - The Custom Workwear Shirts Specialists
"
179,25,1/4/5/25/179,Singlets,Singlets,Singlets,Singlets,https://paylesspromotions.com.au/clothing/singlets,,Custom branded hi vis shirts that reflect your ambitions,,"Got some fussy staff that won’t wear a polo shirt because it’s too fancy for them and won’t wear a vest either because they don’t want to show off their spaghetti arms? Well then look no further than our hi vis shirts. Help your staff to stand out on the work site with our durable, affordable shirts that wouldn’t look out of place on a catwalk. Quality products designed for quality company's, so add your name to the list.",,,Cheap Custom Hi Visibility Shirts | Prices Online,"Custom, Embroidered, Printed, Logo, Branded, Uniform, Personalised, Customised
","Australia's Best Prices On Custom Hi Visibility Shirts - Fast Delivery & Online Pricing - The Embroidered High Visibility Shirts Pros
"
180,26,1/4/5/26/180,Sports Shorts,Workout Shorts,Running Shorts,Sports Shorts,,,Custom sports shorts online,,"Get the best results from your workouts with custom workout shorts from Payless Promotions. Clothes that allow you to perform at your utmost level while looking good are bound to do that – boost confidence and workout intensity. Use them as personal or uniform running shorts, printed with your logo. You can avail of cheap premium quality sportswear from the preferred provider in Australia, Payless Promotions. ",,41.7,Cheap Custom Embroidered Sports Uniform Shorts Australia,"Custom, Uniform, Logo, Club, Team, Embroidered, Branded, Personalised
","Impress your team with Australia's best Custom Sports Shorts branded with your corporate or team logo. Save money every time on our huge Sports Short range with our Australia's Lowest Price Guarantee. Click through to find custom branded Sports Shorts perfect for your organisation, sports club, university or school."
181,26,1/4/5/26/181,Workwear Shorts,Workwear Shorts	,Work Wear Shorts	,Work Shorts,https://paylesspromotions.com.au/workwear/work-shorts,,,,"Look amazing even when you have to get down and dirty with custom workwear shorts by Payless Promotions. Our embroidered work wear shorts are made from the best materials, and are as tough as your crew. When you need to get the job done, choose the leader in cheap, stylish and durable uniform wear in Australia, Payless Promotions.",,,Cheap Uniform Custom Work Shorts | Prices Online,"Uniform, Custom, Embroidered, Printed, Logo, Branded, Personalised, Customised
","Shop For Australia's Cheapest Range Of Uniform Workwear Shorts - Fast Delivery & Prices Online - The Custom Workwear Shorts Pros
"
182,26,1/4/5/26/182,Dress Shorts,Corporate Shorts,Fashion Shorts,Dress Shorts,,,Custom dress shorts online,,"Embroidered fashion shorts are not just for having fun. Uniform corporate shorts, with your logo, add to the image your business cultivates. Exude enthusiasm and fun while looking professional with shorts from the choice provider in Australia, Payless Promotions. All our premium items are available to you at cheap discounted rates. Talk to us about your requirements today.",,43.6,Cheap Custom Embroidered Corporate Uniform Dress Shorts Australia,"Uniform, Embroidered, Logo, Custom, Branded, Personalised, Customised, Imprinted
","Impress your team with Australia's best Uniform Dress Shorts branded with your corporate or team logo. Save money every time on our huge Dress Short range with our Australia's Lowest Price Guarantee. Click through to find custom branded Dress Shorts perfect for your organisation, sports club, university or school."
183,26,1/4/5/26/183,Board Shorts,Surf Shorts	,Swimming Shorts,Board Shorts,,,,,,,,Cheap Custom Embroidered Board Shorts | Prices Online,"Custom, Embroidered, Printed, Logo, Branded, Personalised, Customised, Imprinted
","Shop for Australia's low-cost supplier of Custom Board Shorts - Quick Lead Times & prices online - The Embroidered Surf Shorts Pros
"
195,32,1/4/6/32/195,Tote Bags,Shopping Bags,,,,,Custom tote bags branded fast in Australia,,"<p>Move over plastic bags. Tote bags are here to save the planet one shoulder at a time. A bag for life means your logo will never fade. Whether you are at the market or going to an afternoon gym “sesh”, we have the perfect tote bags for your organisation.</p>
<p>Bags for life are an on-trend accessory that is not going out of style. We have a variety of bags ready to fit any budget. Stock up now with these bold and durable custom tote printed bags. Take advantage of our free digital design service and explore endless colour options. Check out our collection - from embroidery to digital prints - and click on an item to start designing your custom printed tote bags.</p>",,47.7,Australia's Custom Branded Tote Bag Professionals. Big Savings,,"Looking for a way to increase your brand exposure? Our Australian made, printed tote bags are the perfect promotional product for your logo or branding."
196,32,1/4/6/32/196,Backpacks,Back Packs,Backpacks,Backpacks,,,Custom backpacks let you carry your brand on your shoulders,,"<p>Payless Promotions’ custom backpacks make commuting to the office much easier for your whole team! </p>
<p>Our promotional backpacks come in a massive range of colours, styles, and materials to make your own backpack a great companion for that commute. We have multiple sizes available that are designed for ultimate comfort while travelling. Custom branded backpacks are a promotional product worth adding to your marketing accessories. </p>
<p>Make everyday life for you and your teammates simpler. Choose custom-printed backpacks while promoting your business logo at the same time. Killing two birds with one stone, as they say, is an effective way to showcase your brand with the practical use of marketing strategies. </p>
<p>Providing your business with the essentials is one thing. But the addition of exclusive personalised backpacks takes promoting your business to a whole new level. </p>
<p>Are you looking for the perfect custom backpacks for your business? Do you want to incorporate fashion, functionality and specialised features? We have bags with internal pockets, water bottle holders, adjustable straps, and more to create the perfect look for your business. </p> 
<p>Call one of our team members today if you have any questions or are ready to place an order! Our team and our custom backpacks have got your back! </p>",,53.2,Cheap Custom Branded Backpacks | Prices Online Australia,"Branded,Custom,Promotional,Logo,Promo,Advertising,Marketing,Team","Impress your team with Australia's best Custom Backpacks branded with your corporate or team logo. Save money every time on our huge Backpack range with our Australia's Lowest Price Guarantee. Click through to find custom branded Backpacks perfect for your organisation, sports club, university or school."
197,32,1/4/6/32/197,Sports Bags,Sporting Bags,Sports Bags,Sports Bags,,,Unite your team today with custom branded sports bags,,"Looking like a professional team means you will play like a professional team and our promotional bags are the first step you need to take. Improve team chemistry by ordering the custom sports bags today. Whether it is for the star player or the player that is there just to make up numbers, our high quality custom sports bags will help make everyone feel part of the club. Give us a call today to discuss the bags with a dedicated team member or to place an order. ",,52,Cheap Custom Branded Sports Bags | Prices Online Australia,"Promotional,Logo,Branded,Team,School,Promotional,Logo,Branded","Impress your team with Australia's best Custom Sports Bags branded with your corporate or team logo. Save money every time on our huge Sports Bag range with our Australia's Lowest Price Guarantee. Click through to find custom branded Sports Bags perfect for your organisation, sports club, university or school."
